title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture,num_listings,tag_list
Women One-Piece Swimsuit Beachwear Swimwear push up monokini bikini Bathing Suit,6.0,34,1000,0,3.41,106,35.0,19.0,19.0,14.0,16.0,0,0,0,0,"bathing suit,Fashion,sexy bra,onepiece,sexy bikini,Swimwear,swimsuits for women,Push up bikini,push up swimwear,beach swimwear,Bikini,Women,Suits,Swimming,sexy,Swimsuit,Women's Fashion,beachwearladie",pink,S,50,2,0,43,50,1,CN,dawtgkaopai,2044,4.00293542074364,0,4,"['bathing suit', 'Fashion', 'sexy bra', 'onepiece', 'sexy bikini', 'Swimwear', 'swimsuits for women', 'Push up bikini', 'push up swimwear', 'beach swimwear', 'Bikini', 'Women', 'Suits', 'Swimming', 'sexy', 'Swimsuit', ""Women's Fashion"", 'beachwearladie']"
ZANZEA Women Fashion Short Sleeve Crew Neck Polka Dot Kaftan Holiday Beach Club Party Long Maxi Dress Long Dress Robes Plus Kleid,14.0,92,100,0,3.92,25,8.0,11.0,11.0,0.0,2.0,0,0,0,0,"Fashion,long dress,plus size dress,Dress,short sleeves,Women's Fashion,Party Dress,polka dot dress,pocketdres,women dress,maxi dress,shirtdressforwomen,Women,party,34sleevedres,Necks,Sleeve,stripedres,polka dot,Polkas,Shorts,longshirtdres,Holiday,Beach",red,M,50,4,0,40,50,0,CN,iwannachange,7328,4.227620087336245,0,1,"['Fashion', 'long dress', 'plus size dress', 'Dress', 'short sleeves', ""Women's Fashion"", 'Party Dress', 'polka dot dress', 'pocketdres', 'women dress', 'maxi dress', 'shirtdressforwomen', 'Women', 'party', '34sleevedres', 'Necks', 'Sleeve', 'stripedres', 'polka dot', 'Polkas', 'Shorts', 'longshirtdres', 'Holiday', 'Beach']"
New Fashion Women Solid Color Causal Dialy Demin Romper Overalls Jumpsuit Demin Pants Demin Blue Large Size S-3XL,22.0,19,20000,1,3.66,1103,461.0,218.0,218.0,94.0,160.0,0,0,0,0,"Blues,Plus Size,pants,Women jeans,denimromper,Rompers,Women's Fashion,Fashion,womenoverall,Denim pants,jumpsuit,Casual,Women",denimblue,S,50,6,0,38,50,0,CN,shangjing1012,4107,4.09690771852934,0,1,"['Blues', 'Plus Size', 'pants', 'Women jeans', 'denimromper', 'Rompers', ""Women's Fashion"", 'Fashion', 'womenoverall', 'Denim pants', 'jumpsuit', 'Casual', 'Women']"
New Women Fashion Summer Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,8.0,7,1000,1,2.98,108,36.0,9.0,9.0,9.0,37.0,0,0,0,0,"Summer,Beach Shorts,Yoga,Athletics,pants,casualshort,Beach,athleticshort,sexyshort,sportshort,yogashort,gymshort,Women's Fashion,Shorts,Sport,Fashion,Casual,Women",green,S,20,2,0,36,50,0,CN,Wushuang Sciense,942,3.4755838641188967,0,2,"['Summer', 'Beach Shorts', 'Yoga', 'Athletics', 'pants', 'casualshort', 'Beach', 'athleticshort', 'sexyshort', 'sportshort', 'yogashort', 'gymshort', ""Women's Fashion"", 'Shorts', 'Sport', 'Fashion', 'Casual', 'Women']"
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.66,3,100,1,2.67,12,1.0,4.0,4.0,0.0,5.0,0,0,0,0,"Summer,Shorts,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Plus Size,Lace Up,Elastic,Casual,Women",yellow,S,1,1,0,30,50,0,CN,keepahorse,66644,4.137581777804454,1,5,"['Summer', 'Shorts', 'Lace', 'Casual pants', 'Bottom', 'pants', 'Loose', ""Women's Fashion"", 'Plus Size', 'Lace Up', 'Elastic', 'Casual', 'Women']"
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,9,100,0,3.47,32,11.0,6.0,6.0,7.0,3.0,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",white,XXS,1,1,0,40,50,0,CN,zaitaowanggou,4856,4.167627677100494,0,3,"['Summer', 'Fashion', 'Necks', 'Skirts', 'Dress', 'Loose', ""Women's Fashion"", 'Round neck', 'beach dress', 'sleeveless', 'Beach', 'Casual', 'Women']"
Women's Fashion Sexy Dress Formal Dress A Variety of Ways To Wear Cross-flush Sexy Skirt 15 Colors,16.0,14,10000,0,4.34,3075,1974.0,581.0,581.0,91.0,154.0,1,0,1,0,"Summer,long skirt,Fashion,Elegant,solid,Skirts,Dress,Sexy Dress,Formal Dress,Women's Fashion,party,sexy,Beach",black,XS,50,4,0,47,50,1,CN,HOT SUMMERR,17621,4.3011747346915605,0,1,"['Summer', 'long skirt', 'Fashion', 'Elegant', 'solid', 'Skirts', 'Dress', 'Sexy Dress', 'Formal Dress', ""Women's Fashion"", 'party', 'sexy', 'Beach']"
Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,11.0,11,1000,0,3.75,213,97.0,35.0,35.0,16.0,27.0,0,0,0,0,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",purple,S,50,3,0,18,50,0,CN,ONLYZY,17120,3.8988901869158883,0,4,"['Summer', 'Plus Size', 'street style', 'V-neck', 'women summer tops', 'Sleeveless Shirt', 'Fashion', 'Casual T-Shirt', 'Casual', 'T Shirts', 'Shirt', 'blouse', 'Tank', 'summer tank top', 'Tops', ""Women's Fashion"", 'woman shirt summer', 'Women', 'women tank top', 'sleeveless', 'summer t-shirts', 'Loose tank tops', 'Pure Color']"
Ladies Sexy Backless Lace Hollow Out Halter Neck Sling Mini Dress,14.0,12,1000,0,3.74,582,252.0,117.0,117.0,46.0,72.0,0,0,0,0,"Summer,halter dress,Lace,Cocktail,Mini,Halter,Dress,Lace Dress,backless dress,Mini dress,Women's Fashion,Party Dress,backless,Ladies,sexy,Necks",white,XXXXL,43,3,0,26,50,0,CN,xiejiatang,32858,3.88553776857995,0,5,"['Summer', 'halter dress', 'Lace', 'Cocktail', 'Mini', 'Halter', 'Dress', 'Lace Dress', 'backless dress', 'Mini dress', ""Women's Fashion"", 'Party Dress', 'backless', 'Ladies', 'sexy', 'Necks']"
Personal Fan USB Rechargeable Hands Free Neckband Fan Outdoor Sports Mini Fan,16.0,16,2,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Mini,Summer,portablefan,usb,minifan,Rechargeable,travelfan,Outdoor,Fans,sportfan,Sport,neckhangingfan,lazyfan",no_color,White,10,5,0,32,50,0,CN,xiaoguiling,693,4.303030303030303,0,1,"['Mini', 'Summer', 'portablefan', 'usb', 'minifan', 'Rechargeable', 'travelfan', 'Outdoor', 'Fans', 'sportfan', 'Sport', 'neckhangingfan', 'lazyfan']"
Women Summer Hollowing Out Halter Dress V-neck Sleeveless Dress,8.0,8,1000,0,4.18,668,385.0,126.0,126.0,33.0,39.0,0,0,0,0,"hollowingout,halter dress,Halter,Summer,Dresses,Dress,summer dress,V-neck,Women's Fashion,Sleeveless dress,women dress,sleeveless,V-neck Dresses,Women",green,XS,48,2,0,15,50,1,CN,biaoqing,5226,4.005740528128587,0,1,"['hollowingout', 'halter dress', 'Halter', 'Summer', 'Dresses', 'Dress', 'summer dress', 'V-neck', ""Women's Fashion"", 'Sleeveless dress', 'women dress', 'sleeveless', 'V-neck Dresses', 'Women']"
5 Colors Women Girls Summer Funny Letter Printed Personalized T Shirts Ladies Casual Streetwear Comfy Blouse Tees,9.0,8,5000,1,4.22,827,471.0,185.0,185.0,36.0,39.0,0,0,0,0,"blouse,shirt women,blouse women,Shirt,letter print,Summer,blusasfeminina,Tee Shirt,summer t-shirts,comfy,funnyshirt,Casual,blusasmujer,Funny,Women's Fashion,Fashion,T-Shirt womens,Ladies,Women,summer tops,printed",blue,M,50,3,0,43,50,0,CN,sundaterly,14275,4.091418563922942,0,1,"['blouse', 'shirt women', 'blouse women', 'Shirt', 'letter print', 'Summer', 'blusasfeminina', 'Tee Shirt', 'summer t-shirts', 'comfy', 'funnyshirt', 'Casual', 'blusasmujer', 'Funny', ""Women's Fashion"", 'Fashion', 'T-Shirt womens', 'Ladies', 'Women', 'summer tops', 'printed']"
2020 Summer Bodycon Rompers Womens Slim Fit Jumpsuit Chest Zipper Solid Color Short Sleeve V-Neck Shorts Bodysuit,14.0,12,100,0,4.23,65,41.0,8.0,8.0,2.0,4.0,1,0,1,0,"sleeve v-neck,Summer,Slim Fit,Sleeve,Shorts,women Jumpsuit,slim,bodysuitsjumpsuit,short sleeves,V-neck,bodycon,shortjumpsuit,chestzipper,rompersoverall,zippers,summerjumpsuit,jumpsuitshort,rompersshort,jumpsuit",black,S,50,4,0,33,50,0,CN,SteelFular,3520,4.169886363636364,0,1,"['sleeve v-neck', 'Summer', 'Slim Fit', 'Sleeve', 'Shorts', 'women Jumpsuit', 'slim', 'bodysuitsjumpsuit', 'short sleeves', 'V-neck', 'bodycon', 'shortjumpsuit', 'chestzipper', 'rompersoverall', 'zippers', 'summerjumpsuit', 'jumpsuitshort', 'rompersshort', 'jumpsuit']"
2019 New Women's Fashion Summer Casual Leopard-print Deep V-Neck Lotus Leaf Edge Dress ,11.0,10,10000,1,3.76,1546,662.0,328.0,328.0,129.0,175.0,0,0,0,0,"Deep V-Neck,Summer,Fashion,leaf,short dress,leopard print,Dress,V-neck,Women's Fashion,Lotus,Casual,Women",white,L,27,3,0,36,50,0,CN,Pentiumhorse,55499,4.138885385322259,0,7,"['Deep V-Neck', 'Summer', 'Fashion', 'leaf', 'short dress', 'leopard print', 'Dress', 'V-neck', ""Women's Fashion"", 'Lotus', 'Casual', 'Women']"
HODMEXI Summer Women Lace Party Dresses Plus Size Elegant Sleeveless Long Dress Women Clothing,15.0,109,1000,0,3.96,382,190.0,83.0,83.0,25.0,36.0,0,0,0,0,"lace dresses,Club Dress,Plus Size,Lace,Summer,long dress,Clothing,Dress,summer dress,Women's Fashion,Maxi Dresses,womens clothes,Elegant,beach dress,Sleeveless dress,sleeveless,party,Women,Fashion,casual dress",black,S,50,4,0,36,50,0,CN,HOT DRESS,51369,3.9682688002491777,1,4,"['lace dresses', 'Club Dress', 'Plus Size', 'Lace', 'Summer', 'long dress', 'Clothing', 'Dress', 'summer dress', ""Women's Fashion"", 'Maxi Dresses', 'womens clothes', 'Elegant', 'beach dress', 'Sleeveless dress', 'sleeveless', 'party', 'Women', 'Fashion', 'casual dress']"
Women Summer Elegant Floral Print Sleeveless Deep V Neck Casual Print Jumpsuit Summer Romper Women Jumpsuit,4.0,4,50,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,"Summer,Plus Size,Floral print,summerjumpsuit,Rompers,Women,Necks,Casual,Elegant,Women's Fashion,offshoulderjumpsuit,sleevelessjumpsuit,Print,sleeveless,printjumpsuit,women Jumpsuit,Causal,Floral,jumpsuit",blue,XS,20,1,0,44,50,0,CN,laibingo zhiwei,254,3.515748031496063,0,2,"['Summer', 'Plus Size', 'Floral print', 'summerjumpsuit', 'Rompers', 'Women', 'Necks', 'Casual', 'Elegant', ""Women's Fashion"", 'offshoulderjumpsuit', 'sleevelessjumpsuit', 'Print', 'sleeveless', 'printjumpsuit', 'women Jumpsuit', 'Causal', 'Floral', 'jumpsuit']"
Hakuna Matata Letter Print Tee Shirt Summer Women Short Sleeve T Shirt Plus Size Women Casual Cotton Top Funny T Shirt,5.75,5,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Funny,letter print,Fashion,Shirt,Sleeve,Summer,unisex,Tops,short sleeves,Shorts,T Shirts,Plus Size,black,Tops & T-Shirts,Print,Women,Women's Fashion,Casual,Cotton",white,XS,5,2,0,139,50,0,CN,liyang163,3,2.333333333333333,0,1,"['Funny', 'letter print', 'Fashion', 'Shirt', 'Sleeve', 'Summer', 'unisex', 'Tops', 'short sleeves', 'Shorts', 'T Shirts', 'Plus Size', 'black', 'Tops & T-Shirts', 'Print', 'Women', ""Women's Fashion"", 'Casual', 'Cotton']"
Women's Fashion Plus Size Casual Short Sleeve Loose Summer Print V-neck Dress,9.0,8,1000,1,3.29,99,40.0,12.0,12.0,11.0,26.0,0,0,0,0,"Summer,Plus Size,Sleeve,Dress,Loose,short sleeves,V-neck,Shorts,Women's Fashion,Fashion,Print,Casual,Women Fashion",red,Size S,44,3,0,28,50,1,CN,shuilingjiao international trade company,88193,4.0808907736441675,1,8,"['Summer', 'Plus Size', 'Sleeve', 'Dress', 'Loose', 'short sleeves', 'V-neck', 'Shorts', ""Women's Fashion"", 'Fashion', 'Print', 'Casual', 'Women Fashion']"
2019 New Women Crop Top Ribbed Short Sleeve t-shirt Casual Cotton T Shirt Tops Fashion Tee Hot,6.0,6,1000,0,3.21,362,117.0,60.0,60.0,48.0,85.0,0,0,0,0,"short sleeves,Shorts,Shirt,Sleeve,ribbed,Tee,crops,Casual,T Shirts,Fashion,Women,Women's Fashion,Tops,Cotton",black,S,50,2,0,24,50,1,CN,Fashion taste of life,5914,4.155393980385527,0,1,"['short sleeves', 'Shorts', 'Shirt', 'Sleeve', 'ribbed', 'Tee', 'crops', 'Casual', 'T Shirts', 'Fashion', 'Women', ""Women's Fashion"", 'Tops', 'Cotton']"
Women's Skinny Pants Casual Pure Color Yoga Pants Sportwear Cropped Trousers Leggings Women Trousers,8.0,7,10000,0,4.09,1087,626.0,176.0,176.0,48.0,99.0,0,0,0,0,"Trousers & Shorts,trousers,sport pants,skinny pants,Casual pants,pants,Pure Color,yoga pants,Short pants,Leggings,Long pants,pencil pants,Sports Pants,women trousers,Yoga,Women's Fashion,Casual,Women",black,S,50,2,0,21,50,1,CN,letaoba,4019,3.9609355561084847,0,1,"['Trousers & Shorts', 'trousers', 'sport pants', 'skinny pants', 'Casual pants', 'pants', 'Pure Color', 'yoga pants', 'Short pants', 'Leggings', 'Long pants', 'pencil pants', 'Sports Pants', 'women trousers', 'Yoga', ""Women's Fashion"", 'Casual', 'Women']"
Summer Fashion V Neck Women Casual Loose Half Sleeve Blouse Tops,5.73,5,1000,1,3.69,182,82.0,30.0,30.0,17.0,26.0,0,0,0,0,"blouse,Summer,Fashion,Shirt,Sleeve,halfsleeve,Tops,Loose,blousetop,Necks,Women's Fashion,V-neck,Casual,Women",yellow,XXS,50,1,0,58,50,0,CN,AGone,3396,4.2794464075382805,0,1,"['blouse', 'Summer', 'Fashion', 'Shirt', 'Sleeve', 'halfsleeve', 'Tops', 'Loose', 'blousetop', 'Necks', ""Women's Fashion"", 'V-neck', 'Casual', 'Women']"
COMENII Summer Women Casual Round Neck Floral Printed Loose Sleeveless Beach Tank Top Holiday A-line Pocket Dresses Sexy Short Club Party Mini Halter Midi Dresses Robe Ete Femme Knee Length Pleated Skirts Ladies Fashion Swing Cotton T-Shirt Dress Plus Size S-6XL,8.0,7,20000,0,3.9,3700,1783.0,730.0,730.0,258.0,363.0,0,0,0,0,"Summer,Fashion,Mini,plus size dress,Pleated,tank top,beach dress,Party Dress,Elegant Dress,summer dresses,Skirts,Casual,Cotton,short dress,Tops,Round neck,Sleeveless dress,Ladies,sleeveless,Robes,Holiday,Beach,Plus Size,Halter,Dress,Floral dress,Mini dress,Pocket,Women's Fashion,printed,party,Floral,knee,casual dress,sexy,Shorts,Tank,Necks,T Shirts,Women,Ladies Fashion",white,XS,2,2,0,18,50,0,CN,superheros,9492,4.130004214075011,0,1,"['Summer', 'Fashion', 'Mini', 'plus size dress', 'Pleated', 'tank top', 'beach dress', 'Party Dress', 'Elegant Dress', 'summer dresses', 'Skirts', 'Casual', 'Cotton', 'short dress', 'Tops', 'Round neck', 'Sleeveless dress', 'Ladies', 'sleeveless', 'Robes', 'Holiday', 'Beach', 'Plus Size', 'Halter', 'Dress', 'Floral dress', 'Mini dress', 'Pocket', ""Women's Fashion"", 'printed', 'party', 'Floral', 'knee', 'casual dress', 'sexy', 'Shorts', 'Tank', 'Necks', 'T Shirts', 'Women', 'Ladies Fashion']"
Women's Sexy Lace Sling Dress Summer Sleeveless Tank Top Dress Vest Tank Blouse,11.0,10,1000,1,3.35,85,27.0,16.0,16.0,10.0,15.0,0,0,0,0,"Summer,Vest,Fashion,Lace,fashion vest,Dress,blouse,tank top,Sleeveless Shirt,sexy lace,sexy,women shirt Blouse,Tank,sexy shirts,Chiffon Shirt,Women's Fashion,cami top,women tank top,sleeveless,Tops",winered,S,50,2,0,33,50,0,CN,yiludamai,3668,3.895038167938931,0,1,"['Summer', 'Vest', 'Fashion', 'Lace', 'fashion vest', 'Dress', 'blouse', 'tank top', 'Sleeveless Shirt', 'sexy lace', 'sexy', 'women shirt Blouse', 'Tank', 'sexy shirts', 'Chiffon Shirt', ""Women's Fashion"", 'cami top', 'women tank top', 'sleeveless', 'Tops']"
2020 Summer Fashion Dress for Women's Dress Short Sleeve Slim Print Mini Dress Summer Sexy Skirt,8.0,7,50,1,3.67,6,2.0,1.0,1.0,1.0,0.0,0,0,0,0,"Summer,Fashion,Mini,Dress,slim,short sleeves,Mini dress,Women's Fashion,printed,sexy,Women Party Dress,Skirts,Cotton,slim dress,Shorts,Sleeve,summer dress,women's dress,mini skirt,Print,Short Sleeved,blousedre",brown,S,20,3,0,37,50,1,CN,xiakeliuxingfushi,519,3.7919075144508665,0,2,"['Summer', 'Fashion', 'Mini', 'Dress', 'slim', 'short sleeves', 'Mini dress', ""Women's Fashion"", 'printed', 'sexy', 'Women Party Dress', 'Skirts', 'Cotton', 'slim dress', 'Shorts', 'Sleeve', 'summer dress', ""women's dress"", 'mini skirt', 'Print', 'Short Sleeved', 'blousedre']"
2020 Summer Men's Classic Shorts Multi-pocket Casual Pants Summer Loose Overalls Cargo Pants,7.0,17,10,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,"joggingpant,Shorts,Casual pants,pants,Summer,Overalls,beachpant,tacticalpant,bermudashort,summerpant,Classics,Casual",grey,25,2,2,0,21,50,0,CN,10 days delivery,46,3.608695652173913,0,2,"['joggingpant', 'Shorts', 'Casual pants', 'pants', 'Summer', 'Overalls', 'beachpant', 'tacticalpant', 'bermudashort', 'summerpant', 'Classics', 'Casual']"
Plus Size Fashion Sleeveless Tank Tops For Women Sizes XS-5XL,4.0,6,50000,0,4.0,10927,5479.0,2331.0,2331.0,665.0,847.0,0,0,0,0,"sleeveless,Plus Size,Tops & Blouses,Shirt,chiffon,Tank,Tops,tank top,Pocket,Women's Fashion,Fashion,V-neck,sexy,button,loose t-shirt,Shirts & T-Shirts,Casual,sleeveless tops",purple,S,50,1,0,30,50,0,CN,hui zhou ming mao yi,13665,4.094694474935968,1,1,"['sleeveless', 'Plus Size', 'Tops & Blouses', 'Shirt', 'chiffon', 'Tank', 'Tops', 'tank top', 'Pocket', ""Women's Fashion"", 'Fashion', 'V-neck', 'sexy', 'button', 'loose t-shirt', 'Shirts & T-Shirts', 'Casual', 'sleeveless tops']"
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,13.0,11,100,0,3.22,9,5.0,0.0,0.0,0.0,4.0,0,0,0,0,"Mini,womens dresses,Summer,sleevele,Dress,Mini dress,Women's Fashion,Fashion,backless,party,sexy,summer dresses,Women S Clothing,Casual,sleeveless",applegreen,SizeL,50,3,0,41,50,1,CN,uiritnkdr,111,3.8018018018018016,0,4,"['Mini', 'womens dresses', 'Summer', 'sleevele', 'Dress', 'Mini dress', ""Women's Fashion"", 'Fashion', 'backless', 'party', 'sexy', 'summer dresses', 'Women S Clothing', 'Casual', 'sleeveless']"
Casual Womens Ladies Long Sleeve Long Shirt Dress Loose Side Slit Blouse Dresses ,12.0,85,1000,1,4.15,153,87.0,30.0,30.0,6.0,11.0,0,0,0,0,"blouse,Plus Size,Shirt,Sleeve,shirt dress,Long Sleeve,robefemme,Tunic dress,Casual,long dress,Women's Fashion,Fashion,Ladies,Cotton Dress,Dress,casual dress",offwhite,S,50,3,0,40,50,1,CN,asyouwill,15551,4.2336827213684005,0,2,"['blouse', 'Plus Size', 'Shirt', 'Sleeve', 'shirt dress', 'Long Sleeve', 'robefemme', 'Tunic dress', 'Casual', 'long dress', ""Women's Fashion"", 'Fashion', 'Ladies', 'Cotton Dress', 'Dress', 'casual dress']"
plus size Women Ladies Fashion Wide Strap Polka Dot Swimdress and Short XS-8XL,9.0,10,10000,0,4.15,2587,1511.0,479.0,479.0,115.0,207.0,0,0,0,0,"Women,Shorts,bikini set,polka dot,Polkas,Swimwear,Swimsuit,Swimdresses,Tankinis,Bikini,Plus Size,Fashion,Ladies,Women's Fashion,Wool,Tankini Set,Ladies Fashion",red,XS,50,3,0,31,50,0,CN,Bees flying butterfly,5808,4.306990358126721,0,2,"['Women', 'Shorts', 'bikini set', 'polka dot', 'Polkas', 'Swimwear', 'Swimsuit', 'Swimdresses', 'Tankinis', 'Bikini', 'Plus Size', 'Fashion', 'Ladies', ""Women's Fashion"", 'Wool', 'Tankini Set', 'Ladies Fashion']"
2018 New Summer Women Sexy V-neck Bandage T-shirts Camouflage Printed Short Sleeve Plus size Tops Tee(S-4XL),5.78,50,5000,1,3.55,876,362.0,142.0,142.0,77.0,154.0,0,0,0,0,"Summer,Plus Size,Sleeve,Tops,womens top,short sleeves,camouflage,Shorts,T Shirts,Women Clothing,V-neck,Tops & T-Shirts,camouflagetshirt,printed,Women,tops for women,t",grey,XS,50,1,0,10,50,0,CN,longming,27175,3.966034958601656,0,4,"['Summer', 'Plus Size', 'Sleeve', 'Tops', 'womens top', 'short sleeves', 'camouflage', 'Shorts', 'T Shirts', 'Women Clothing', 'V-neck', 'Tops & T-Shirts', 'camouflagetshirt', 'printed', 'Women', 'tops for women', 't']"
Women's Fashion High Waist Swimsuit New Bikinis Push Up Bikini Set Vintage Retro Bandage Bathing Suit Beach Wear,5.86,11,1000,0,4.28,512,310.0,108.0,108.0,25.0,23.0,1,0,1,0,"Summer,Fashion,high waist,Vintage,Waist,Swimwear,Bikini,Women's Fashion,retro,Women,Suits,sexy,Swimsuit,Beach,Swimming",black,Size-S,50,2,0,29,50,1,CN,liuliujiaroupian,904,4.264380530973451,0,1,"['Summer', 'Fashion', 'high waist', 'Vintage', 'Waist', 'Swimwear', 'Bikini', ""Women's Fashion"", 'retro', 'Women', 'Suits', 'sexy', 'Swimsuit', 'Beach', 'Swimming']"
Women Ladies Fashion Musical Note Asymmetric Tank Top Summer Tops Plus Size,9.0,22,10000,0,3.82,1860,891.0,323.0,323.0,161.0,205.0,0,0,0,0,"Summer,Plus Size,Tank,tunic top,asymmetric,summer shirt,summer t-shirts,tank top,women summer tops,Sleeveless Shirt,Fashion,women tank top,Ladies,Printed T Shirts,Tops,Women",blue,XS,50,3,0,18,50,0,CN,LISTONE,9177,3.8740329083578513,0,3,"['Summer', 'Plus Size', 'Tank', 'tunic top', 'asymmetric', 'summer shirt', 'summer t-shirts', 'tank top', 'women summer tops', 'Sleeveless Shirt', 'Fashion', 'women tank top', 'Ladies', 'Printed T Shirts', 'Tops', 'Women']"
XS-8XL New Women's Fashion Summer Sleeveless Gradient Printing Sling Dress Deep V-Neck Big Swing Party Dress Casual Long Beach Skirt Ladies Loose Mini Dress Plus Size Slim Fit Maxi Dress,3.87,4,1000,0,3.34,94,33.0,13.0,13.0,11.0,18.0,0,0,0,0,"Mini,Fashion,Summer,long dress,plus size dress,Dress,slim,V-neck,Mini dress,Women's Fashion,Party Dress,Sexy Dress,maxi dress,Skirts,Casual,casual dress,Deep V-Neck,party,Dresses,Plus Size,summer dress,Slim Fit,Sleeveless dress,Evening Dress,Ladies,women dress,Beach,sleeveless",lightgray,XS,1,1,0,22,50,0,CN,yykeaid,3117,4.127366057106192,0,1,"['Mini', 'Fashion', 'Summer', 'long dress', 'plus size dress', 'Dress', 'slim', 'V-neck', 'Mini dress', ""Women's Fashion"", 'Party Dress', 'Sexy Dress', 'maxi dress', 'Skirts', 'Casual', 'casual dress', 'Deep V-Neck', 'party', 'Dresses', 'Plus Size', 'summer dress', 'Slim Fit', 'Sleeveless dress', 'Evening Dress', 'Ladies', 'women dress', 'Beach', 'sleeveless']"
Summer Fashion Dabbing Pug T-Shirt Newest Men Funny T Shirts  Tops Hip Hop Tee,9.0,38,1000,0,4.52,312,216.0,64.0,64.0,9.0,7.0,1,0,1,0,"Hip Hop,Summer,Fashion,Shirt,Funny,onecktshirt,Tops,summer t-shirts,Tee,Men's Fashion,Cool T-Shirts,T Shirts,Men T-shirt,Men,3dprintedtshirt,sizesxxxl",white,S,50,3,0,55,50,1,CN,Durax,27740,4.380173035328046,1,1,"['Hip Hop', 'Summer', 'Fashion', 'Shirt', 'Funny', 'onecktshirt', 'Tops', 'summer t-shirts', 'Tee', ""Men's Fashion"", 'Cool T-Shirts', 'T Shirts', 'Men T-shirt', 'Men', '3dprintedtshirt', 'sizesxxxl']"
New Women Fashion Two Piece Sunflower Printed Bikini Set Swimsuit Bathing Suit Beach Wear High Waist Bikini Swimwear,5.74,5,100,1,3.38,58,24.0,6.0,6.0,2.0,15.0,0,0,0,0,"bathing suit,Fashion,high waist,Sunflowers,Beach,Waist,beach wear,Swimwear,Bikini,printed,Suits,Swimming,Women,Swimsuit,Women's Fashion,Two piece set",yellow,XS,1,2,0,30,50,1,CN,keepahorse,66644,4.137581777804454,1,5,"['bathing suit', 'Fashion', 'high waist', 'Sunflowers', 'Beach', 'Waist', 'beach wear', 'Swimwear', 'Bikini', 'printed', 'Suits', 'Swimming', 'Women', 'Swimsuit', ""Women's Fashion"", 'Two piece set']"
2019 Summer Plus Size Tank Top for Women Spaghetti Strap  Flower Print Sleeveless Casual Top (S-6XL),9.0,8,10000,1,4.06,1642,894.0,303.0,303.0,92.0,129.0,0,0,0,0,"Summer,Plus Size,Floral print,Tank,Tops,Spaghetti Strap,tank top,Women's Fashion,Flowers,Spaghetti,Print,sleeveless,Fashion,Casual,Women",beige,M,28,3,0,23,50,1,CN,Suyi Technology,12309,4.0451702006661785,1,12,"['Summer', 'Plus Size', 'Floral print', 'Tank', 'Tops', 'Spaghetti Strap', 'tank top', ""Women's Fashion"", 'Flowers', 'Spaghetti', 'Print', 'sleeveless', 'Fashion', 'Casual', 'Women']"
M-XXL Size Summer New Ladies Butterfly Printing Bohemian Beach Skirt v-Neck Sleeveless Casual Temperament Dress,8.0,55,7,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,"butterfly,Summer,printeddre,halter dress,dressesforwomensummer,Beach,Dress,boho,V-neck,beach dress,bohemian,icesilk,Ladies,sleeveless,Skirts,butterflyprintskirt,Casual,Women's Fashion",white,M,50,3,0,63,50,0,CN,Chaoyang,6348,4.248582230623819,0,1,"['butterfly', 'Summer', 'printeddre', 'halter dress', 'dressesforwomensummer', 'Beach', 'Dress', 'boho', 'V-neck', 'beach dress', 'bohemian', 'icesilk', 'Ladies', 'sleeveless', 'Skirts', 'butterflyprintskirt', 'Casual', ""Women's Fashion""]"
